,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
1192,20000000.0,"['Action', 'Thriller', 'Mystery']",77948.0,tt1366365,en,The Cold Light of Day,8.901,"['Film Rites', 'Galavis Film', 'Picture Machine', 'Intrepid Pictures', 'Fria Luz Del Dia, A.I.E.']","['ES', 'US']",2012-04-04,16863583.0,93.0,"['en', 'es']",Released,The Cold Light of Day,5.1,518.0
1193,0.0,"['Thriller', 'Horror']",84348.0,tt2105044,en,V/H/S,9.872,"['The Collective', 'Bloody Disgusting', '8383 Productions']",['US'],2012-07-28,100345.0,116.0,['en'],Released,V/H/S,5.9,685.0
1194,0.0,"['Drama', 'Romance']",121674.0,tt1836808,en,Great Expectations,6.046,"['Number 9 Films', 'BBC Films', 'Unison Films', 'Lipsync Productions']","['GB', 'US']",2012-11-30,258656.0,128.0,['en'],Released,Great Expectations,6.4,219.0
1195,12000000.0,['Comedy'],57214.0,tt1636826,en,Project X,13.218,"['Silver Pictures', 'Green Hat Films']",['US'],2012-03-01,100000000.0,88.0,['en'],Released,Project X,6.4,3313.0
1196,0.0,"['Fantasy', 'Family', 'Music', 'Drama']",94352.0,tt1792647,en,Cirque du Soleil: Worlds Away,9.714,['Reel FX Creative Studios'],['US'],2012-11-09,34153101.0,91.0,['en'],Released,Cirque du Soleil: Worlds Away,6.8,90.0
1197,0.0,"['Action', 'Thriller']",138376.0,tt2083379,en,A Dark Truth,5.776,['Vortex Words Pictures'],['CA'],2012-11-29,5750.0,106.0,['en'],Released,A Dark Truth,5.6,59.0
1198,12000000.0,"['History', 'Drama']",96399.0,tt1566501,en,For Greater Glory: The True Story of Cristiada,4.2639999999999985,['Dos Corazones'],['MX'],2012-06-01,9622846.0,145.0,"['es', 'en']",Released,For Greater Glory: The True Story of Cristiada,6.6,71.0
1199,102000000.0,"['Drama', 'Science Fiction']",83542.0,tt1371111,en,Cloud Atlas,17.169,"['Cloud Atlas Productions', 'Anarchos Productions', 'Ascension Pictures', 'Dreams of Dragon Picture', 'Five Drops', 'Media Asia Group', 'ARD/Degeto Film', 'X Filme Creative Pool']","['DE', 'HK', 'SG', 'US']",2012-10-26,130482868.0,172.0,['en'],Released,Cloud Atlas,6.8,4923.0
1201,500000.0,"['Comedy', 'Drama']",84341.0,tt2063781,en,Smashed,7.731,['Super Crispy Entertainment'],['US'],2012-09-12,376597.0,85.0,['en'],Released,Smashed,6.5,150.0
1202,0.0,"['Drama', 'History', 'War']",127372.0,tt2103264,en,Emperor,7.153,"['Fellers Film', 'Krasnoff Foster Productions', ""United Performers' Studio""]","['JP', 'US']",2012-09-14,3346265.0,105.0,"['en', 'ja']",Released,Emperor,6.1,153.0
1203,220000000.0,"['Science Fiction', 'Action', 'Adventure']",24428.0,tt0848228,en,The Avengers,33.214,"['Marvel Studios', 'Paramount']",['US'],2012-04-25,1519557910.0,143.0,"['en', 'hi', 'ru']",Released,The Avengers,7.7,21581.0
1209,60000000.0,"['Crime', 'Drama', 'Thriller', 'Action']",75780.0,tt0790724,en,Jack Reacher,22.424,"['Paramount', 'Mutual Film Company', 'TC Productions', 'Skydance Media', 'H2L Media ""AKA"" Mutual Film Company', 'H2L Media Group']",['US'],2012-12-20,218340595.0,130.0,['en'],Released,Jack Reacher,6.5,4508.0
1210,5000000.0,['Horror'],82990.0,tt2109184,en,Paranormal Activity 4,12.678,"['Room 101', 'Paramount', 'Blumhouse Productions', 'Solana Films']",['US'],2012-10-17,142817992.0,88.0,['en'],Released,Paranormal Activity 4,5.4,1170.0
1211,25000000.0,"['Drama', 'Romance']",77877.0,tt1327194,en,The Lucky One,12.478,"['Di Novi Pictures', 'Langley Park Production', 'Village Roadshow Pictures', 'Warner Bros. Pictures']",['US'],2012-04-19,99357138.0,101.0,['en'],Released,The Lucky One,7.0,2263.0
1212,0.0,['Documentary'],63144.0,tt1787777,en,Page One: Inside the New York Times,6.204,"['Participant Media', 'History Films']",['US'],2011-04-29,429766.0,88.0,['en'],Released,Page One: Inside the New York Times,6.9,37.0
1213,15000000.0,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",56780.0,tt0480239,en,Atlas Shrugged: Part I,10.779000000000002,['Atlas Productions'],['US'],2011-04-14,4627375.0,97.0,['en'],Released,Atlas Shrugged: Part I,5.3,106.0
1215,4000000.0,['Drama'],56401.0,tt1613062,en,The Music Never Stopped,5.877999999999999,"['Mr. Tamborine Man', 'Essential Pictures']",['US'],2011-03-18,253899.0,105.0,['en'],Released,The Music Never Stopped,7.3,90.0
1217,150000000.0,"['Animation', 'Family']",49444.0,tt1302011,en,Kung Fu Panda 2,18.715,"['DreamWorks Animation', 'Paramount']",['US'],2011-05-25,665692281.0,91.0,['en'],Released,Kung Fu Panda 2,6.8,4129.0
1219,30000000.0,"['Action', 'Mystery', 'Thriller']",48138.0,tt1401152,en,Unknown,14.446,"['Studio Babelsberg', 'StudioCanal', 'Dark Castle Entertainment', 'Panda Productions Inc.', 'Horticus UK', 'Canal+', 'TF1 Films Production']","['FR', 'DE', 'GB']",2011-02-16,130786397.0,113.0,"['en', 'de', 'tr', 'ar']",Released,Unknown,6.6,2301.0
1220,750000.0,"['Horror', 'Thriller']",58428.0,tt1594562,en,The Innkeepers,6.211,"['Dark Sky Films', 'Glass Eye Pix']",['US'],2011-08-18,78396.0,102.0,['en'],Released,The Innkeepers,5.5,351.0
1221,30000000.0,"['Comedy', 'Romance', 'Drama']",59861.0,tt1583420,en,Larry Crowne,12.831,"['Universal Pictures', 'Vendome Pictures', 'Playtone']",['US'],2011-06-30,36160375.0,98.0,['en'],Released,Larry Crowne,5.8,778.0
1223,0.0,['Comedy'],79697.0,tt1349451,en,Butter,8.227,"['Michael De Luca Productions', 'Vandalia Films']",['US'],2011-09-03,175706.0,90.0,['en'],Released,Butter,5.9,241.0
1225,140000000.0,"['Action', 'Adventure', 'Science Fiction']",1771.0,tt0458339,en,Captain America: The First Avenger,18.361,"['Marvel Studios', 'Paramount']",['US'],2011-07-22,370569774.0,124.0,"['fr', 'no', 'en']",Released,Captain America: The First Avenger,6.9,14230.0
1226,17000000.0,"['Action', 'Drama', 'Crime']",73499.0,tt1646980,en,The Double,11.662,"['Industry Entertainment', 'Imagenation Abu Dhabi FZ', 'Hyde Park Entertainment', 'Agent Two', 'Brandt/Haas Productions']",['US'],2011-10-27,3696232.0,98.0,['en'],Released,The Double,5.8,381.0
1228,15000000.0,"['Drama', 'Romance']",51828.0,tt1563738,en,One Day,15.371,"['Color Force', 'Film4 Productions']","['GB', 'US']",2011-03-02,59389433.0,107.0,['en'],Released,One Day,7.2,2379.0
1230,12468389.0,['Comedy'],85435.0,tt1640711,en,A Few Best Men,7.041,"['Screen Australia', 'Quickfire Films', 'Screen NSW', 'Parabolic Pictures', 'Stable Way Entertainment', 'Unthank Films', 'Story Bridge Films', 'Ingenious Broadcasting', 'Auburn Entertainment']","['AU', 'GB']",2011-10-14,29007412.0,97.0,['en'],Released,A Few Best Men,5.8,290.0
1232,250000.0,['Comedy'],80379.0,tt2112999,en,Louis C.K.: Live at the Beacon Theater,7.391,['Pig Newton'],['US'],2011-12-10,1000000.0,62.0,['en'],Released,Louis C.K.: Live at the Beacon Theater,8.0,136.0
1237,28000000.0,"['Horror', 'Thriller']",65055.0,tt1633356,en,Shark Night 3D,7.387,['Incentive Filmed Entertainment'],['US'],2011-09-02,10126458.0,91.0,['en'],Released,Shark Night 3D,4.9,288.0
1238,45000000.0,"['Comedy', 'Family', 'Music']",64328.0,tt1204342,en,The Muppets,10.630999999999998,['Walt Disney Pictures'],['US'],2011-11-22,165184237.0,103.0,"['en', 'es']",Released,The Muppets,6.6,931.0
1241,250000.0,"['Drama', 'Romance']",60420.0,tt1758692,en,Like Crazy,8.767999999999999,"['Paramount Vantage', 'Andrea Sperling Productions', 'Indian Paintbrush', 'Super Crispy Entertainment', 'Ascension Productions']",['US'],2011-10-28,3542353.0,90.0,['en'],Released,Like Crazy,6.4,701.0
1242,35000000.0,"['Comedy', 'Drama', 'Romance']",49022.0,tt0491152,en,Something Borrowed,7.706,"['Wild Ocean Films', 'Alcon Entertainment', '2S Films']",['US'],2011-05-05,65090821.0,112.0,['en'],Released,Something Borrowed,6.1,661.0
1243,0.0,"['Comedy', 'Drama']",56272.0,tt1340773,en,Elektra Luxx,7.794,['Gato Negro Films'],['US'],2011-03-11,10.0,98.0,['en'],Released,Elektra Luxx,4.9,87.0
1245,5000000.0,"['Horror', 'Thriller', 'Science Fiction']",50357.0,tt1772240,en,Apollo 18,12.463,"['Bazelevs Production', 'Dimension Films', 'Bekmambetov Projects Ltd.']","['CA', 'US']",2011-07-20,25562924.0,86.0,['en'],Released,Apollo 18,5.0,553.0
1246,9000000.0,"['Documentary', 'Music', 'Family']",67675.0,tt1922612,en,Glee: The Concert Movie,8.833,"['Ryan Murphy Productions', '20th Century Fox', '20th Century Fox Television']",['US'],2011-08-11,18663238.0,84.0,['en'],Released,Glee: The Concert Movie,7.2,160.0
1248,0.0,"['Drama', 'Thriller']",50837.0,tt1441326,en,Martha Marcy May Marlene,8.709,"['Cunningham & Maybach Films', 'FilmHaven Entertainment', 'BorderLine Films', 'This Is That Productions', 'Maybach Film Productions']",['US'],2011-10-21,3538446.0,101.0,['en'],Released,Martha Marcy May Marlene,6.7,440.0
1249,40000000.0,"['Adventure', 'Drama']",77221.0,tt1701210,en,Black Gold,6.394,"['France 2 Cinéma', 'Quinta Communications', 'Carthago Films S.a.r.l.', 'Prima TV', 'Doha Film Institute']","['FR', 'IT', 'QA', 'TN']",2011-12-21,5446000.0,130.0,['en'],Released,Black Gold,6.4,159.0
1250,0.0,['Comedy'],52067.0,tt1477837,en,Cedar Rapids,10.703,['Ad Hominem Enterprises'],['US'],2011-02-11,6861102.0,87.0,['en'],Released,Cedar Rapids,6.0,235.0
1253,60000000.0,"['Drama', 'Thriller', 'Science Fiction']",39538.0,tt1598778,en,Contagion,27.934,"['Participant Media', 'Imagenation Abu Dhabi FZ', 'Double Feature Films', 'Regency Enterprises', 'Warner Bros. Pictures']","['US', 'AE']",2011-09-08,137551594.0,106.0,"['en', 'cn', 'zh']",Released,Contagion,6.3,2485.0
1255,200000000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",44912.0,tt1133985,en,Green Lantern,20.175,"['DC Entertainment', 'De Line Pictures', 'Warner Bros. Pictures']",['US'],2011-06-16,219851172.0,114.0,['en'],Released,Green Lantern,5.1,4818.0
1256,0.0,"['Drama', 'Romance']",38684.0,tt1229822,en,Jane Eyre,12.163,"['BBC Films', 'Ruby Films', 'Focus Features', 'Lipsync Productions']","['GB', 'US']",2011-03-11,34710627.0,120.0,"['fr', 'en']",Released,Jane Eyre,7.2,873.0
1257,36000000.0,"['Crime', 'Drama', 'Thriller', 'Mystery']",70578.0,tt1674784,en,Trespass,12.127,"['Nu Image', 'Winkler Films', 'Millennium Films']",['US'],2011-10-13,9612469.0,91.0,['en'],Released,Trespass,5.5,667.0
1259,3000000.0,"['Horror', 'Science Fiction']",38541.0,tt1535616,en,The Divide,10.723,"['Manitoba Film and Video Production Tax Credit', 'Instinctive Film', 'Preferred Content', 'Julijette', 'Ink Connection', 'BR Group', 'Manitoba Film & Music']","['CA', 'DE', 'US']",2011-03-13,22000.0,112.0,['en'],Released,The Divide,5.9,349.0
1260,0.0,"['Drama', 'Science Fiction', 'Romance']",51999.0,tt1439572,en,Perfect Sense,7.066,"['BBC Films', 'Zentropa Entertainments', 'Scottish Screen', 'Film i Väst', 'Det Danske Filminstitut', 'Sigma Films', 'Screen Ireland', 'Subotica Entertainment']","['DE', 'GB', 'SE', 'DK']",2011-09-29,138868.0,93.0,['en'],Released,Perfect Sense,6.9,626.0
1261,40000000.0,"['Action', 'Thriller', 'Crime']",27582.0,tt0472399,en,The Mechanic,17.387999999999998,"['Scared Productions', 'CBS Films', 'Millennium Films', 'Nu Image', 'Winkler Films']",['US'],2011-01-13,51070807.0,93.0,['en'],Released,The Mechanic,6.3,1887.0
1262,200000000.0,"['Animation', 'Family', 'Adventure', 'Comedy']",49013.0,tt1216475,en,Cars 2,22.75,"['Pixar', 'Walt Disney Pictures']",['US'],2011-06-11,559852396.0,106.0,"['en', 'ja', 'it', 'fr']",Released,Cars 2,5.9,4612.0
1264,3200000.0,"['Drama', 'Romance', 'Comedy']",55347.0,tt1532503,en,Beginners,7.787000000000001,"['Parts and Labor', 'Olympus Pictures', 'Focus Features']",['US'],2011-06-09,14311701.0,105.0,"['en', 'fr']",Released,Beginners,6.9,596.0
1265,7000000.0,"['Comedy', 'Romance', 'Drama']",89008.0,tt1313139,en,The Oranges,8.613,"['ATO Pictures', 'Likely Story', 'Olympus Pictures']",['US'],2011-09-09,1941667.0,90.0,['en'],Released,The Oranges,5.5,373.0
1266,0.0,"['Drama', 'Thriller', 'Adventure']",70954.0,tt1703148,en,The Hunter,9.139,"['Porchlight Films', 'Screen Australia', 'Screen NSW', 'Screen Tasmania', 'Fulcrum Media Finance', 'Madman Entertainment']",['AU'],2011-10-06,176669.0,102.0,['en'],Released,The Hunter,6.6,373.0
1267,150000000.0,"['Adventure', 'Animation', 'Family']",50321.0,tt1305591,en,Mars Needs Moms,12.508,['Walt Disney Pictures'],['US'],2011-03-09,38992758.0,88.0,['en'],Released,Mars Needs Moms,5.7,350.0
1268,30000000.0,"['Action', 'Thriller', 'Adventure']",50456.0,tt0993842,en,Hanna,12.6,"['Focus Features', 'Neunte Babelsberg Film', 'Holleran Company', 'Sechzehnte Babelsberg Film']","['DE', 'GB', 'US']",2011-04-07,63782078.0,111.0,"['en', 'fr', 'de', 'it', 'ar', 'es']",Released,Hanna,6.6,2134.0
1270,0.0,['Horror'],91549.0,tt1407065,en,The Moth Diaries,5.1160000000000005,['Screen Ireland'],"['CA', 'IE']",2011-09-06,3838.0,85.0,['en'],Released,The Moth Diaries,5.2,74.0
1272,45202.0,"['Documentary', 'Drama']",66150.0,tt1687247,en,Life in a Day,6.582000000000002,"['Scott Free Productions', 'LG']","['GB', 'US']",2011-01-27,225861.0,95.0,['en'],Released,Life in a Day,7.2,129.0
1274,125000.0,"['Drama', 'Comedy']",84355.0,tt1742336,en,Your Sister's Sister,8.062999999999999,['Ada Films'],['US'],2011-09-11,3200000.0,90.0,['en'],Released,Your Sister's Sister,6.6,202.0
1275,32000000.0,"['Thriller', 'Science Fiction', 'Mystery']",45612.0,tt0945513,en,Source Code,19.563,"['The Mark Gordon Company', 'Vendome Pictures', 'Summit Entertainment']","['CA', 'US']",2011-03-30,147332697.0,93.0,['en'],Released,Source Code,7.2,5121.0
1277,0.0,"['Comedy', 'Documentary']",58492.0,tt1743720,en,The Greatest Movie Ever Sold,9.499,['Snoot Entertainment'],['US'],2011-04-22,621951.0,87.0,['en'],Released,The Greatest Movie Ever Sold,6.5,135.0
1279,90000000.0,"['Thriller', 'Crime', 'Mystery', 'Drama']",65754.0,tt1568346,en,The Girl with the Dragon Tattoo,16.948,"['Ground Control', 'Columbia Pictures', 'Scott Rudin Productions', 'Film Rites', 'Metro-Goldwyn-Mayer', 'Yellow Bird']","['US', 'NO', 'SE']",2011-12-14,232617430.0,158.0,['en'],Released,The Girl with the Dragon Tattoo,7.3,4395.0
1280,5000000.0,"['Mystery', 'Comedy', 'Crime']",62046.0,tt1541160,en,Flypaper,10.553,"['The Safran Company', 'Rising Star', 'Foresight Unlimited', 'Shifting Gears Entertainment']","['DE', 'US']",2011-08-19,3142154.0,87.0,['en'],Released,Flypaper,6.3,435.0
1282,13000000.0,"['Documentary', 'Music', 'Family']",54518.0,tt1702443,en,Justin Bieber: Never Say Never,8.941,"['Insurge Pictures', 'Magical Elves Productions', 'Scooter Braun Films']",['US'],2011-02-11,98441954.0,105.0,['en'],Released,Justin Bieber: Never Say Never,5.1,259.0
1284,0.0,"['Drama', 'Thriller', 'Crime', 'Mystery']",72477.0,tt1389127,en,Texas Killing Fields,7.681,"['QED International', 'Block / Hanson', 'Watley Entertainment', 'Anchor Bay Films', 'Blue Light', 'Forward Pass', 'Gideon Productions']",['US'],2011-10-14,957240.0,105.0,['en'],Released,Texas Killing Fields,5.8,260.0
1292,66000000.0,"['Drama', 'War', 'Action']",57212.0,tt1568911,en,War Horse,11.078,"['Touchstone Pictures', 'Amblin Entertainment', 'Reliance Entertainment', 'DreamWorks Pictures', 'The Kennedy/Marshall Company']",['US'],2011-12-25,177584879.0,146.0,['en'],Released,War Horse,7.2,2098.0
1293,14350531.0,"['Action', 'Comedy', 'Science Fiction']",59678.0,tt1478964,en,Attack the Block,12.737,"['UK Film Council', 'Film4 Productions', 'StudioCanal']",['GB'],2011-05-12,3964682.0,88.0,['en'],Released,Attack the Block,6.4,1263.0
1294,8000000.0,"['Drama', 'Romance']",47760.0,tt1498569,en,Restless,5.95,"['Columbia Pictures', 'Imagine Entertainment', '360 Pictures']",['US'],2011-09-16,163265.0,91.0,['en'],Released,Restless,6.5,278.0
1295,25000000.0,"['Drama', 'Thriller']",64639.0,tt0999913,en,Straw Dogs,11.264,"['Screen Gems', 'Battleplan Productions']",['US'],2011-09-16,10324441.0,110.0,['en'],Released,Straw Dogs,5.8,286.0
1296,0.0,"['Comedy', 'Romance']",75802.0,tt1435513,en,Hysteria,11.224,"['Forthcoming Productions', 'Beachfront Films', 'Chimera Films LLC', 'Informant Media', 'ARTE France Cinéma']","['GB', 'LU', 'FR', 'DE', 'CH']",2011-06-06,9504139.0,100.0,['en'],Released,Hysteria,6.6,520.0
1297,50000000.0,"['Fantasy', 'Thriller', 'Action', 'Crime']",47327.0,tt1502404,en,Drive Angry,12.419,"['Summit Entertainment', 'Saturn Films', 'Nu Image', 'Michael De Luca Productions', 'Millennium Films']",['US'],2011-02-24,28931401.0,105.0,['en'],Released,Drive Angry,5.4,1089.0
1301,25000000.0,['Drama'],53487.0,tt1440345,en,This Must Be the Place,10.209,"['Indigo Film', 'Lucky Red', 'Medusa Film', 'ARP Sélection', 'France 2 Cinéma']","['IT', 'FR', 'IE', 'AT']",2011-10-01,11790979.0,118.0,"['fr', 'hu']",Released,This Must Be the Place,7.0,693.0
1302,110000000.0,"['Action', 'Science Fiction', 'Drama']",39254.0,tt0433035,en,Real Steel,14.809,"['Wardour Street Pictures', '21 Laps Entertainment', 'Reliance Entertainment', 'Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Kontsept Film Company', 'Revolution Sun Studios', 'DreamWorks Pictures']","['IN', 'US']",2011-09-28,299268508.0,127.0,['en'],Released,Real Steel,6.8,5049.0
1303,36000000.0,"['Animation', 'Family']",45772.0,tt0377981,en,Gnomeo & Juliet,19.038,"['Touchstone Pictures', 'Starz Animation', 'Rocket Pictures', 'Arc Productions', 'Miramax']","['US', 'GB']",2011-01-13,189712432.0,84.0,['en'],Released,Gnomeo & Juliet,5.8,1242.0
1304,150000000.0,"['Adventure', 'Fantasy', 'Action']",10195.0,tt0800369,en,Thor,29.441,"['Marvel Studios', 'Paramount']",['US'],2011-04-21,449326618.0,115.0,['en'],Released,Thor,6.7,14187.0
1306,2000000.0,"['Horror', 'Mystery']",92182.0,tt1767382,en,Silent House,7.25,"['Elle Driver', 'Tazora Films']","['FR', 'US']",2011-01-21,13101672.0,85.0,"['es', 'en']",Released,Silent House,5.3,209.0
1307,20000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",70586.0,tt1748197,en,Setup,8.501,"['Grindstone Entertainment Group', 'Cheetah Vision', 'Paradox Entertainment', 'Gunny Entertainment', 'Hedge Fund Film Partners', 'Action Jackson Films']",['US'],2011-10-17,2128186.0,85.0,['en'],Released,Setup,4.8,237.0
1309,125000000.0,"['Adventure', 'Action', 'Crime', 'Mystery']",58574.0,tt1515091,en,Sherlock Holmes: A Game of Shadows,17.067999999999998,"['Village Roadshow Pictures', 'Silver Pictures', 'Lin Pictures', 'Wigram Productions', 'Warner Bros. Pictures']",['US'],2011-11-22,334615000.0,129.0,['en'],Released,Sherlock Holmes: A Game of Shadows,7.1,7061.0
1310,70000000.0,"['Action', 'Science Fiction']",44943.0,tt1217613,en,Battle: Los Angeles,15.856,"['Columbia Pictures', 'Relativity Media', 'Original Film']",['US'],2011-03-08,202466756.0,116.0,['en'],Released,Battle: Los Angeles,5.6,2245.0
1311,20000000.0,"['Comedy', 'Romance']",63492.0,tt0770703,en,What's Your Number?,9.73,"['Regency Enterprises', 'New Regency Pictures', 'Contrafilm']",['US'],2011-09-30,30426096.0,106.0,['en'],Released,What's Your Number?,6.4,1421.0
1312,35000000.0,"['Thriller', 'Action', 'Mystery']",59965.0,tt1600195,en,Abduction,14.588,"['Lionsgate', 'Vertigo Entertainment', 'Gotham Group', 'Tailor Made', 'Mango Farms', 'Quick Six Entertainment']",['US'],2011-09-22,82087155.0,106.0,['en'],Released,Abduction,5.8,1998.0
1313,36000000.0,"['Comedy', 'Romance']",48988.0,tt0480687,en,Hall Pass,10.652,"['New Line Cinema', 'Conundrum Entertainment']",['US'],2011-02-25,83160734.0,105.0,['en'],Released,Hall Pass,5.5,1134.0
1314,27000000.0,"['Family', 'Comedy', 'Action']",56288.0,tt1517489,en,Spy Kids: All the Time in the World,7.973,['Dimension Films'],['US'],2011-08-18,85564310.0,89.0,['en'],Released,Spy Kids: All the Time in the World,4.7,580.0
1316,56000000.0,"['Comedy', 'Romance']",62838.0,tt1598822,en,New Year's Eve,9.283,['New Line Cinema'],['US'],2011-12-08,142044638.0,118.0,['en'],Released,New Year's Eve,5.9,1471.0
1317,93.0,"['Comedy', 'Drama', 'Romance']",50217.0,tt0893412,en,From Prada to Nada,9.182,"['Lewis Gilbert Productions', 'OddLot Entertainment', 'Lionsgate', 'Televisa', 'Hyperion Films']",['US'],2011-01-28,2500000.0,107.0,['en'],Released,From Prada to Nada,5.3,187.0
1318,32500000.0,"['Comedy', 'Romance']",55721.0,tt1478338,en,Bridesmaids,13.300999999999998,"['Apatow Productions', 'Universal Pictures', 'Relativity Media']",['US'],2011-05-13,288383523.0,125.0,['en'],Released,Bridesmaids,6.5,3070.0
1319,0.0,['Documentary'],55244.0,tt1621444,en,Bill Cunningham New York,6.334,"['First Thought Films', 'The New York Times']","['US', 'FR']",2011-03-16,1339650.0,85.0,['en'],Released,Bill Cunningham New York,7.9,50.0
1322,90000000.0,"['Animation', 'Adventure', 'Comedy', 'Family']",46195.0,tt1436562,en,Rio,14.008,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",['US'],2011-04-03,484635760.0,96.0,"['en', 'pt']",Released,Rio,6.6,4146.0
1323,45000000.0,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",58233.0,tt1634122,en,Johnny English Reborn,10.804,"['Universal Pictures', 'Relativity Media', 'StudioCanal', 'Working Title Films']","['US', 'FR', 'GB']",2011-09-15,160078586.0,101.0,"['de', 'cn', 'en', 'zh', 'ru']",Released,Johnny English Reborn,6.2,2043.0
1326,120000000.0,"['Comedy', 'Drama', 'Romance']",42888.0,tt1341188,en,How Do You Know,8.168,"['Columbia Pictures', 'Gracie Films', 'Road Rebel']",['US'],2010-12-17,48668907.0,121.0,['en'],Released,How Do You Know,5.2,538.0
1327,12500000.0,['Drama'],45094.0,tt1244754,en,Conviction,10.983,"['Pantheon Entertainment Corporation', 'Omega Entertainment', 'Longfellow Pictures', 'Oceana Media Finance', 'Prescience', 'Innocence Productions']",['US'],2010-09-11,6732980.0,107.0,['en'],Released,Conviction,7.2,335.0
1330,8000000.0,"['Comedy', 'Drama']",44009.0,tt1431181,en,Another Year,7.057,"['Thin Man Films', 'Film4 Productions']",['GB'],2010-11-05,18124262.0,129.0,['en'],Released,Another Year,7.0,177.0
1332,0.0,"['Documentary', 'Family']",59490.0,tt1664894,en,Cave of Forgotten Dreams,8.86,"['creative differences', 'History films']","['US', 'GB', 'FR', 'DE']",2010-09-10,6467348.0,90.0,"['de', 'en', 'fr']",Released,Cave of Forgotten Dreams,7.3,160.0
1333,0.0,"['Drama', 'Western']",57120.0,tt1518812,en,Meek's Cutoff,6.2570000000000014,"['Oscilloscope', 'filmscience', 'Evenstar Films']",['US'],2010-09-05,876302.0,104.0,['en'],Released,Meek's Cutoff,6.5,124.0
1335,10000000.0,"['Drama', 'Action', 'Thriller']",12645.0,tt1196340,en,Inhale,6.89,['26 Films'],['US'],2010-08-27,55089.0,100.0,['en'],Released,Inhale,6.1,65.0
1336,24000000.0,"['Crime', 'Drama', 'Action', 'Thriller']",41283.0,tt1433108,en,Faster,11.364,"['TriStar Pictures', 'Castle Rock Entertainment', 'State Street Pictures', 'CBS Films']",['US'],2010-11-23,23081726.0,98.0,['en'],Released,Faster,6.3,1050.0
1337,0.0,"['Drama', 'Science Fiction', 'Comedy', 'Mystery']",46837.0,tt1523483,en,Kaboom,5.964,"['Super Crispy Entertainment', 'Desperate Pictures', 'Wild Bunch']","['FR', 'US']",2010-08-22,539957.0,86.0,['en'],Released,Kaboom,5.7,193.0
1338,90000000.0,"['Music', 'Fantasy', 'Action', 'Family']",49852.0,tt1041804,en,The Nutcracker,12.995,"['Vnesheconombank', 'Nutcracker Holdings', 'HCC Media Group', 'Russian Roulette Ltd.']","['GB', 'HU']",2010-11-24,16178959.0,110.0,"['en', 'it', 'es']",Released,The Nutcracker,5.3,120.0
1341,30000000.0,"['Action', 'Comedy', 'Crime']",23742.0,tt1385867,en,Cop Out,10.984000000000002,['Warner Bros. Pictures'],['US'],2010-02-26,55583804.0,107.0,"['en', 'es']",Released,Cop Out,5.4,892.0
1343,35000000.0,['Drama'],39486.0,tt1028576,en,Secretariat,7.686,"['Walt Disney Pictures', 'Fast Track Productions', 'Mayhem Pictures']",['US'],2010-08-20,60251371.0,123.0,['en'],Released,Secretariat,7.1,241.0
1345,55000000.0,['Comedy'],35056.0,tt1279935,en,Date Night,10.929,"['Dune Entertainment', '21 Laps Entertainment', '20th Century Fox']",['US'],2010-04-08,152263880.0,97.0,"['he', 'en']",Released,Date Night,6.0,1910.0
1346,28000000.0,"['Action', 'Crime']",23483.0,tt1250777,en,Kick-Ass,16.049,"['Marv Films', 'Lionsgate']","['GB', 'US']",2010-03-22,96188903.0,117.0,['en'],Released,Kick-Ass,7.1,8267.0
1347,25000000.0,['Drama'],45317.0,tt0964517,en,The Fighter,19.018,['Paramount'],['US'],2010-12-17,93617009.0,116.0,['en'],Released,The Fighter,7.3,2630.0
1348,0.0,"['Comedy', 'Drama', 'Romance']",43943.0,tt1278379,en,Jack Goes Boating,6.45,"['Labyrinth Theater Company', 'Olfactory Productions', ""Cooper's Town Productions"", 'Big Beach']",['US'],2010-09-23,538000.0,89.0,['en'],Released,Jack Goes Boating,6.0,68.0
1350,0.0,"['Comedy', 'Romance']",38961.0,tt1486190,en,Tamara Drewe,5.734,"['Ruby Films', 'BBC Films', 'Notting Hill Films', 'UK Film Council', 'WestEnd Films']",['GB'],2010-07-14,11910695.0,111.0,['en'],Released,Tamara Drewe,5.9,259.0
1351,100000000.0,"['Action', 'Thriller', 'Romance']",37710.0,tt1243957,en,The Tourist,13.668,"['Columbia Pictures', 'Spyglass Entertainment', 'Peninsula Films', 'StudioCanal', 'GK Films', 'Birnbaum/Barber', 'Cineroma SRL', 'Sony Pictures']","['FR', 'IT', 'GB', 'US']",2010-12-08,278731369.0,103.0,"['en', 'fr', 'it', 'ru', 'es']",Released,The Tourist,6.1,3567.0
1354,75000000.0,"['Action', 'Comedy', 'Thriller', 'Romance']",37821.0,tt1103153,en,Killers,11.124,"['Katalyst Films', 'Lionsgate', 'Aversano Films']",['US'],2010-06-04,98159963.0,100.0,['en'],Released,Killers,5.9,1481.0
